Accession,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7
P09455,2203997.75,576429,4702158.063,2876703.75,1613363.125,2048445.531,3282126.5
Q9Y2I8,0,2125476.75,5167818.5,1707909,2284120.75,0,4687958.5
P20339,4163675.469,1995817.125,756316.1875,545914.5,248615.875,284906.75,1728164.672
P39060,1995082.344,1124718.375,1403427.594,1406639.719,173947.9844,1543681.438,3632366.313
P51572,2514666.063,1008043.828,1417501.25,1301335.375,2065441.344,4891787.281,3828778.25
P07858,822951.875,0,349778.6719,1027372.375,6594662.328,1205266.5,725479.7813
Q9UGV2,616897.3125,1228880.75,325280.125,1567889,1297969.109,647557.625,5670653.25
Q96RQ3,3527790.75,948213.4375,3819778.625,1510419.5,0,10799751,1197644.75
P36969,2453997.813,1983580.688,1086531.5,1242600.844,2241383.031,1791738.578,1415606.875
Q8NE71,0,0,0,3279451.688,9209063,0,289078.6875
P27216,1812023.563,1394816.281,739834.8125,870545.7656,904110.6563,2125902.125,2610946.813
O75874,3475326.031,2572342.781,1604852.672,2169746.313,860326.1328,1442259.371,289319.0469
P52907,2107725.594,2240662.188,2142483.5,1462523.125,2323090,8031949.844,2605469.109
Q7Z2Z2,3052465.375,1499309.625,1097179.375,1338307.25,3212832.188,3388779,1454991.813
A0FGR8,677099.6875,421997.9688,8396293,3573743.781,794834.8438,1198903.625,1977553.344
Q9UBT2,1417916.375,1236850.891,5210448.281,1315535.25,5516384.5,1837395,2478816.672
Q07960,708138.8594,639072.1563,2912915.703,650715.2031,926219.1367,1264675.281,5777994.141
Q562R1,781771.75,1320073.141,1182100.313,214420.4688,4017544.406,6399976.797,1909856.742
O75882,1819522.922,315461.0625,4123911.125,2627801.594,2911479.938,737409.0625,3155074.969
P49748,4133663.703,2962368.438,3359007.25,1837670.969,427109.875,881710.1875,1496103.406
P51911,853606.3125,1063025.281,2558597.047,1043910.406,2933245.453,3406619,3727410.297
P23381,3586531.313,2977559.5,1553347.938,1039288.797,1512233.25,4212619.75,1168332.219
P54577,303417.0938,3175261,963494.2813,1300641.281,661913,3299990.469,1319464.719
Q9NP97,2239130.781,2425386.688,0,1303670.844,2850576.406,2439977.688,1018772.375
Q9Y6E0,380866.9688,1599890.031,1805378.5,1344698.156,3707717.344,1762988.766,5592472.5
Q6YHK3,509008.4063,937974.7344,4186117.5,2876452.063,3099419.625,1489003.188,2269360
Q86VP6,2271440.563,2610839.281,2132068.25,606527.25,735427.7344,908063.9063,3995054.734
O00264,0,0,581130.875,1146673.375,0,1580355.125,19466859.19
P10644,3683546.719,2245248.375,960757.0625,1668525.25,3979085.656,3803109.938,396063.625
P18283,2857702,1253703.75,0,977710.375,722961.9375,813533.4375,912093.4375
Q15126,979620.5313,647119.3281,934743.1875,2422358.25,2045190.703,4820594.5,1321494.625
Q96CV9,2351156,1835316.125,2105030.5,1639728.25,1183733.5,765067.875,3780101.5
O60610,2482063.875,2002737.672,834522.0313,4354670.406,980595.1563,1308358.203,667663.625
P23141,2615364.938,3176846.734,0,0,592817.5625,4221799.125,310271.0156
P23921,762074.3438,761418.9375,631085.25,363032.3438,2582263.813,4587944.156,4423703
Q9BWP8,3598300.188,562559.4922,0,1872392.438,2027956.563,1083591.234,2889247.93
P54289,2374793.188,171128.5313,2133637.813,780798.4531,1582957,2187749.188,2447107.375
Q9P2R3,243881.9063,356716.4063,3277331.234,915051.4375,2370209.328,4063274.688,1698219.906
Q16643,2288738.844,3535556.281,2643562.969,1035284.344,1332247.781,763963.5,1213076.313
P49207,633471.9688,0,2578372.813,3646152.438,1882173.438,1404430.063,3535321.656
Q15124,5739219,406597.8125,557619.1875,1015090.25,1783555.313,1536754.828,0
Q02543,2396547.813,1598051.125,1774433.859,1934432.75,1440406.125,2187601,1450542.766
P11717,921788.5938,1726995.906,3666791.828,538428.3125,1864142.313,3964295.219,870180.875
P13667,1754190.5,1911994.953,2486196.938,1333069.563,1612997.984,824405.125,1358942.719
O94903,639704.5,150353.2656,0,8209906.5,0,398384.625,1452431.813
Q9Y4C4,0,4818522.5,0,0,7928123,0,7847403.5
A0A0A0MT36,3370740.813,261883.2344,746831.1875,1619428.781,2878112.969,526317.25,451679.75
P21810,1353841.438,1391999.625,2706774.813,2455832.063,584191.5625,0,2313102.875
P30491,0,0,3819765.781,3033228.125,2932286.5,7775512.625,0
Q86WJ1,1378691.5,5134732,0,0,6476760,0,3275812.75
Q6P2Q9,3008458.125,2538790.813,684018.4375,1139730.594,2082684.813,645115.8438,1848295.344
Q13451,5284680.766,2379654.844,1186516.625,1094663.266,527555.4219,3306177,947292.125
Q9NP72,2405619.938,1146988.859,625688.5,453299.2031,2259518.313,7810447.969,2726803.625
Q02818,6344438.375,625360.5625,249942.8438,0,1404839.938,0,961054.5938
O14950,453609.375,693546.5625,921366.1875,993586.25,2108280.5,8253130.75,1662172.375
Q14166,540584.6875,8335805.094,1496984.406,477377.5313,722079.5313,3486921.297,945118.4375
Q96RQ9,2572955.406,1979373.75,861246.4688,1687628.938,2401024.25,2374941.672,868390.5
P62979,1927538.75,3664725.578,434144.5625,2053532.563,1961253.688,2835325.438,695315.4219
Q14203,1905050.906,272278.4063,1753592.328,391930.4531,624986.5625,1436950.094,2998553.125
P62249,1220832.531,690480.375,928676.6563,3864369.031,1601325.547,1315734.063,506769.8125
Q13868,447431.1875,5297105.5,0,0,0,3696689.25,1359259.75
Q96GQ7,754416.375,0,5383373,2243735.25,2186072.5,1713869.125,1936924.5
P26639,1871338.531,1308177.625,2731947.031,3530775.031,1355889.281,3204414,482188.1875
Q9P0V9,316364.9375,907001.1563,2436312.563,2020270.063,1822004.906,134289.9688,7049437.656
P17936,1087789.625,1418279.5,4405782,0,0,0,0
P21796,375274.4688,1122424.438,3749058.875,0,1943026.953,2113724.875,2907803.75
Q13308,3165210.344,2101667.094,988584.6406,2132358.094,1496754.438,861739.5156,1589213.594
P46783,3021304.359,0,2654695,1402137.156,1200491.477,1239950.984,4380890.5
Q96F85,1070429.344,1917055.188,1542616.406,243844.8906,248588.9531,782192.5625,2973208.25
P57764,1078517.875,428923.875,488691.8359,2523892.156,1620850.531,9104312.656,4431025.5
Q14126,3202293.813,3106103.344,362833.5938,285617.3438,598020.2344,945978.6563,1828679.5
P50914,534993.2031,6835508.625,3035566,436340.1563,1313757.563,0,986988.125
Q13564,4323317.5,2476695.688,0,1857250.094,1747054.406,340330.4375,375602.2188
Q71DI3,2046196.281,1261207.156,2156348.164,633250.4063,244956.293,1445912.969,1143458.688
Q53EL6,0,701609.375,0,0,292878.9063,16142469.56,273131.8125
O94788,1671224.219,1061034.281,2144572.75,2759761.422,2085305.844,2405449.313,1812552.781
Q15042,948442.25,1320896.563,4310415.469,1543938,1191749.875,3676966.125,2228999.172
P51114,557273.0469,0,7804374.5,3156743.25,2596790.75,1112605.125,0
Q9NR12,882175.4063,1137143.219,202690.625,0,670791.0625,1237348.563,6026966.219
Q14914,2178616.75,837045.5625,88134.40625,1316695.344,2055805.203,2231873.609,2936004.906
P49720,1369855.094,2033707.344,1693137.75,2724808.688,715965.5625,945524.9219,2670833
P39019,508917.5156,813620.7656,3805512.188,2669061.063,939795.5781,1802426.828,1075503.844
P46926,767269.8438,1318480.695,647712.7969,5294065.813,271848.9063,433353.1875,7117552.5
Q96M96,2216608.5,1137638.25,0,1737882.5,4857381.5,0,1167524.625
Q7L576,1836976.25,1797425.664,1530846.125,1102236.75,1046365.344,1856260.766,1447641.25
P84077,5546124.453,739022.4375,274096.4375,502587.9531,0,0,427502.5625
O15067,2727729.25,2231551.938,1492415.781,1444055.5,754196.9375,1350993.125,903199.0625
Q13630,1045237.125,1358323.406,1514814,3607836.5,1573438,1443459.875,234957.8438
Q05BV3,1380391.125,1262565.875,4932145.5,1602134.625,585147.125,0,4202806
P25705,2255831.938,1778241.594,1317909.25,0,670652.0313,7033429.016,561257.2188
P07585,170363.4688,2678238.172,1062467.063,317299.75,2055907.266,3362720.25,1727689.016
P00748,1164647.938,1097966.063,4594207.063,1382318.656,294708.5938,208059.7188,2609437.188
O75643,1379565.813,580658,2860364.969,1317568.438,1292567.313,3012967.75,3392258.344
Q9BY44,1281645.125,581015.0625,4223542.094,3382698.094,1271282,344572.7188,1970217.875
Q9UQ80,913536.25,2449849.75,1336285.734,617590.4219,1728521.938,2532639.422,2061093.016
Q92485,3301921.5,552276,0,562151.25,660531.4063,789214.7188,7266365.844
P26992,3658586.5,836926.0625,0,2260572.25,1645156.625,1865442.5,1623812.5
P11413,474809.2813,8276861.813,774777.375,262651.1875,0,1145172.5,455172.8281
Q9HBI1,0,2564918,0,0,2348345.063,3893867.375,435268.1875
Q9H3U1,1921419.75,6309678.656,726134.625,2945885.25,3120120.5,394141.5,621010.2813
Q12904,1321661.875,1088347.219,2699651.281,2640893.031,705965.75,158946.9844,721621.8125
Q96HC4,1057312.875,2182180.125,1026767.781,1658890.25,1642354,693845.0625,2642430.25
Q14194,2144021.25,1795609.297,583761.9844,284748.4688,1424615.094,1699652.047,1957342.219
O75533,1696054.813,4760523.938,888247.8125,1512422.5,1301733.438,581013.875,681723.875
O15305,2282577.25,3961321.313,694233.3906,641632.4375,0,0,0
P08697,284162.6875,914069.625,8294396.313,798234.5938,1058976.875,820173.0625,2036856.625
P58546,803680.5,2623654.734,4733341,0,928144.625,3498730.813,2370365.938
Q9NTK5,486825.4063,1031258.719,3582353.875,2511314,1779579.031,1052376.781,2813617.375
Q9NR99,1339727.719,1051595,262183.5938,445929.6719,0,640014.2188,4477931.031
P11234,2003567.828,2621859.953,1551113.063,3107902.344,1033377.438,3164255.813,1598365.563
Q16363,2120218.563,1505717.734,1427662.281,899140.625,148063.7031,994232.5625,166776.5469
Q9NQ48,703588.5,0,1375904.625,0,1723952.125,5987127,3059112.25
Q16610,253175.1875,3040895.594,2412883.438,1065352.359,0,0,4217353.906
P40261,444999.2031,1495849.859,1818012.203,1473857.875,1216834.914,1117620.875,2736282
Q7L5N1,0,7367613.273,366998.125,1237473.125,274281.3438,0,1331602.281
P50570,1936634.719,1523807.125,588782.5469,832631.0938,1740880.75,3748591.266,2065897.406
P27695,1803989.25,1226810.125,1939132.281,923418.5313,1558257.594,952715.2188,2027537.844
P55010,2368115.875,2601816.25,1216491.688,1458042.875,2894365.813,3120211.25,572406.375
P04350,352716.3438,1528767.344,2525226.625,444957.6309,2463204.5,4664609.734,1983661.391
P31943,1981270.719,387692.0313,1437360.469,1494832.594,1539839.781,1638476.75,2939586.828
O00154,821390.4688,1814376.719,3181543.313,829345.5,1496228.594,1213484.844,724877.0625
P16050,4674686.031,763421.3281,503863.9063,0,2664950.969,2738275.375,1163469.75
Q8N8N7,1256786.172,2046865.469,0,266400.7813,1469246.625,7548435.5,980296.125
Q9ULA0,296202.0313,3097405.109,2096611.531,948826.7813,1326788,646951.7969,1793638.578
O95436,0,0,3303885.75,3863271,1569713.5,1191499.5,2884320.5
Q96QK1,3075962.469,2626844.172,698399.875,562001,716710.9688,922173.5,528000
P61020,1507905.188,2365812.094,193122.0313,3129240.156,2424827.125,2809905.25,2579388.313
P57737,2023187.734,161219.5313,2875959.984,2451965.719,1808702.469,615552.875,2501243
Q9H8Y8,394130.4375,14216704.14,390652.3125,0,0,0,681445.2344
Q9UBW5,2033746.781,3116786.813,0,0,1630208.5,5557502.438,1346982.188
Q9NYU2,3040478.234,0,5455535,0,1138024.844,1622094.25,0
P08069,1684925.125,3000240.922,2147368.25,2616482.359,1288324.453,1016101.094,0
Q15459,3400550.906,3400932.438,0,732527.5781,0,647712.5938,314339.2188
P62269,867980.1563,2489286.281,2356431.109,356334.0938,2543381.188,1069925.539,2088142.195
P52788,361500.3438,4978331,761437.8125,4961192.094,321798.0938,0,622027.1094
O00151,464526.0313,845530.0625,3471998.063,0,2485851.594,5495895.5,2758352.688
P26368,2372335.938,1644834.719,1587194.719,2305572.734,2839691.516,1815759.453,973571.625
P51532,1869588.094,0,0,3566326.25,3503470.25,4160546.25,0
O75934,1612396.125,261612.9688,1915178.406,913932.0938,1763054.531,828605.2813,1858796.25
O94952,1986545.125,1345190.875,1559389.125,1180575.625,532094.25,674344.3125,2792815.5
P13726,4602098.25,1230301.773,1256193.625,0,583721,663218.9375,3787917.25
P52789,2713038.25,489813.5938,1061758.125,209153.4063,1307649.031,429089.0313,0
Q96CW1,0,405912.5156,1383392.688,285750.7813,682140.6563,262694.125,782543.625
P11908,1532444.75,692108.8125,535137.875,3279391.141,507348.6563,683768.6875,1657647.859
Q16853,2059255.844,1292153.094,756126.8594,1501527.422,769239.5625,1498018.359,2314720.266
Q9UBF2,2862615.094,714481.2969,0,0,4181652.063,3130195.5,484395.3125
P51888,2958147.516,218170.5625,3222831.875,0,2270788.5,1534435.828,2992923.938
Q02252,4188136.75,0,0,1537835.875,1265609.875,708965.1875,1168356
Q9UL25,1326962.602,1546831.156,318745.0313,727183.9063,352090.1875,4399765.406,607237.7734
P25787,909363.4063,1308526.625,0,1033576.563,2736375.5,7377864.813,604595.25
P28074,2132769.484,2044583.031,535771.3125,2946397.703,1681095.641,797923.875,0
Q9UJW0,1561756.25,1900230.125,1806588.375,1027323.563,3600805.5,1889286.859,2006318
O75340,375723.5625,1647980.688,4550889,0,1950645.313,920744.1875,2896479.531
Q9Y265,2677600.156,1667441.813,1117242.539,1992112.813,620842.9375,1852180.633,48937.19531
P05091,1644735.875,852210.75,1433720.25,382207.7656,1587889.063,1421727.844,1103090.063
Q9H223,1150334.516,1133611.68,796811.8438,895363.9063,3300814.766,3304280.484,2557296.453
Q16647,529531.6719,2133436.953,2790864.719,1484221.531,2498597.766,900447.3125,1535674.578
Q13884,0,0,3657043,531820.5625,0,1195705.75,2339739.25
P22087,2092386.625,169282.2813,791493.7813,1796596.406,179016.2227,592232.5,3145623.148
Q8N163,368459.9688,1117527.844,1093800.156,1059919.375,362895.3125,8466842.313,1034174.938
O15372,1936309.719,693549.9063,275313.7813,1020580.688,1749963.375,1101277.438,1547445.406
P01911,1294450.875,965753.2188,0,0,3408861.969,1155661.125,2022662.375
P09382,1594934.313,2354771.594,1671421.844,332199.0313,773795.0313,1315941.688,774287.0313
Q13148,906453.0469,0,3435076.625,0,559911.4063,494083.8125,558166.5469
P13987,1599288.938,587791.1875,2183679.25,1753312.5,1900726.438,1830335,1260297.289
P05388,0,884325.7188,761410.4375,260730.3594,1664492.742,1678051.313,1137999.438
P54652,195513.5,315497.2344,2527023.25,890800,2183774.656,374024.875,1858081.969
P41218,3019192.5,1489207.766,2458609.25,1728112.375,0,1796855.75,1384571.875
Q92905,1498612.125,202914.2188,0,123003.0234,232940.7344,433066.4219,0
P63000,1837135.75,1812395.438,346623.25,547871.1875,2763950.188,3475622.469,2031895.266
P62910,1654959.875,3527900.234,666726.3125,952950.0625,599827,468844.0938,537255.25
P01880,2095216.375,0,0,1218026.266,0,0,575507.4375
Q9Y5K6,1779314,3537720,0,841368.9375,1253674.25,4990047,722432.25
P27824,1893029.031,1174968.875,1961657.375,1979234.188,1598140.875,2575389.25,387346.5625
O95969,1659042.125,0,974436.75,2970217.5,1543474.625,5965368,451848.7188
A0A075B6Q5,3494165.375,1118721.813,412887.7813,0,1710376.125,0,819390.75
Q13867,0,1185461.625,1309858.375,839098.8125,2052117.375,4975726.5,2442516.75
Q8WXF1,2424027.219,911912.8438,0,4042588.953,0,342184.625,0
P62829,2300868.25,615023.875,0,558686.25,3952209.875,1467363,919010.625
P00918,2617802.5,2244901.938,548309.5,0,2760319.25,3267124.25,1092550.906
A0A0C4DH33,1238283.625,819358.0625,0,696488.5625,1811131.75,1050910.938,0
P07203,0,1762168.938,545881.4375,1095038.563,3954641.25,5128374.938,1101699
O94911,3470710.875,1293182.844,975084.6563,249861.7969,2660471.688,1579582.172,0
Q15102,2690066.625,2193763.188,552697.625,443572.3125,322620.1875,406101.1875,1121308.219
Q9NVA2,297661.1016,382533.4688,1433928.922,2193409.344,1077697.094,2948363.813,1929598.516
P27797,663617.7813,817361.2344,1482677.75,1696599.859,2068663.484,3721038.469,2477529.438
P00387,3182479.563,2301947.547,216244.875,445443,281903.1489,2413125.563,1123053.031
O43488,773962.5625,788915.625,1013340.938,250378.3281,271982.5313,2314048.516,715883
P04632,0,570663.625,437045.2813,0,6851076.313,2112079.563,1009788.563
P49747,1502961.063,1174463.906,1902104.422,954272.75,1491212.906,3697699.484,1463889.461
Q14156,2530078.25,2064008.125,0,1221245.625,4346001,1344070.25,0
Q3MHD2,1418769.5,1350734.875,436115.875,1972466.938,2382365.625,2425427,805763.3125
Q96AP7,0,0,3723628.25,1364143.25,4258713.5,0,4367843.5
P32969,1902004.781,2848243.07,404647.2188,703112.3672,1370697.438,2452472.875,403986.125
Q6P4I2,2507645,531677.5,2208080.25,812722.625,493768.7813,707237,1320521.5
P43034,492883.5938,437258.8438,2300100.594,1705268.344,1686980.141,1715802.656,1298265.688
Q96KG9,2634915.094,1157647.094,0,0,211809.0625,1795493.875,712212.375
Q8TE73,1364802.188,1270115.766,4157369.25,972943.9375,2079753.563,0,1544328.5
Q13976,3160222.063,1306474.125,1351370.438,1054228.875,1383255.688,566176.1797,1090145.344
P00505,2059394.563,647710.7813,1500605.438,1411449.719,305628.4688,1357054.609,0
A0A0J9YX35,0,3577637.75,2372905,0,405085.1563,254489.9844,0
Q86X29,2102385.031,1353304.797,1069974.734,1402711.234,491916.3594,466831.1875,1046723.953
P17931,1077049.203,2453336.828,1029171.828,1597565.156,1635352.063,3295299.031,2180083.289
P55786,470353.0938,3343957.156,618828.5,480223.5938,792286.4063,1867991.406,365870.1875
Q99733,6186476.109,866212.2188,1238191.875,1883353.656,1106878.219,1106879.719,603260.9688
P62913,600031.75,0,3888601.25,696010.875,1249583.75,108458.2344,2342122.031
P15880,3520635.063,1475743,349046.5938,1341027.344,2153552.063,1190233.813,527623.0938
Q5T6V5,1981364.25,188246.1563,700468.8125,1297131.031,1561386.438,3004172.094,2279654.25
Q6GMV3,947594.1875,1213002,0,964104.9375,1230214.375,533637.1875,451082.3125
Q99536,1202878.266,2031524.281,1795708.281,814459.25,579702.3438,1411521.156,149680.9531
P54136,236969.1719,2432699.094,932243.875,606405.3594,1131773.375,1414537.938,2033780.625
P42330,754157.9688,1536209.875,747129.3906,4269937.813,1011099.438,3007960.703,403392.9688
P08240,504588.0313,435683.0156,2573659.156,4298804.688,466218.7813,788967.8438,340096.5313
P33993,620686.8125,1032795.922,938563,1937129.359,975101.4375,2342288.563,2407938.813
Q9UL46,1997778.75,901214.5625,2526666.938,2165548.344,1027182.5,214802.9531,2340274
P01766,4575987.438,1291571.531,857089.2344,1242499.563,1339636.125,906331.2031,152017.9531
Q03135,1265351.625,471145.7734,802093.6875,553321.5781,507422.4531,0,212789.375
O14744,114448.7031,571507.9844,3700448.188,1482520.25,1065478.375,0,4253506.063
P33991,2085668.766,1086238.016,4445997.313,1181910.656,821965.2656,1582069.891,308036.9375
O95994,2775122.75,1293741.781,0,342987.9688,3262688.438,3870592.25,1130282.375
Q14644,406386.7188,1485381,830999.3125,0,2670765.563,4227518.766,2454797.688
P02533,2839707.906,1038939.438,538781.375,3667179,474732.4688,1670791.906,650315.625
P05543,0,395549.3438,4729038.094,3224813.781,1232467.484,0,1995077.906
Q99959,707282.625,1701207.633,2022894.25,2355102.234,1199266.234,1920197.531,1337896
Q92817,1485441.75,0,0,227160.0625,0,11620579,505309.0938
Q66K74,1222575.031,1038924.336,1930554.875,630149.0313,0,3839711.625,173128.25
P63010,1349714.844,1673983.031,0,1931949.344,1421472.688,3155615.984,2817668.531
O15031,677812.875,1169028.438,919032.625,1181059.813,655424.9375,2798599.25,467435.1406
O75165,1614222.469,516825.9063,1232429.156,1303080.672,1441515,919896.2656,1401325.891
P04179,1850872.281,289644.6563,0,1579587.781,1921227.688,3860490.219,760865.5
P62854,624103.1875,152072.0469,3286017.75,2138187.375,1502661.781,649068.4688,1661934.25
O95425,404139.875,1187966.984,3081522.75,989162.375,1136045.219,2680810,1660916
